date,state,county,fips,cases,deaths,cases_diff,deaths_diff,hospitalization_total,hospitalization_total_adult,hospitalization_total_pediatric,household_median_income,population
2020-01-22,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-23,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-24,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-25,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-26,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-27,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-28,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-29,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-30,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-01-31,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-01,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-02,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-03,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-04,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-05,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-06,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-07,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-08,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-09,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-10,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-11,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-12,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-13,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-14,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-15,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-16,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-17,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-18,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-19,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-20,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-21,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-22,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-23,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-24,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-25,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-26,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-27,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-28,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-02-29,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-01,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-02,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-03,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-04,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-05,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-06,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-07,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-08,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-09,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-10,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-11,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-12,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-13,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-14,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-15,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-16,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-17,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-18,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-19,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-20,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-21,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-22,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-23,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-24,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-25,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-26,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-27,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-28,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-29,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-30,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
2020-03-31,Pennsylvania,Wyoming,42131.0,0,0,0.0,0.0,3,3,0,947.2089552238806,39859
